Tío he pillao en Amazon un i7 8700 K a 280 pavos que salió durante 1 minuto de pura SUERTE, he triunfado? Busco ahora un placa ITX Consejo?	qué debo tener en cuenta al comprar un cable displayport? He visto que en los cables chinos hay un pin que da problemas
​Que les aconsejas a los que se acaban de comprar la gtx 1060 de 6gb?	soy solo yo, o hay problemas con instalar linux en un procesador ryzen?
​Que les aconsejas a los que se acaban de comprar la gtx 1060 de 6gb?	Que opinas sobre los rumores de 2 nuevas consolas Xbox, que usarían un CPU con arquitectura Zen 2, una con 4 teraflops, y otra con 12 teraflops? Saludos
es buena opcion comprar un ryzen 5 2400g?, para mas adelante comprar una grafica dedicada, que memorias recomiendas para ese ryzen 5?	Que opinas de la Titan V?
​Que les aconsejas a los que se acaban de comprar la gtx 1060 de 6gb?	es buena opcion comprar un ryzen 5 2400g?, para mas adelante comprar una grafica dedicada, que memorias recomiendas para ese ryzen 5?
¿¿Que opinas de los auriculares Sennheiser Game Zero?? ¿¿Algun equivalente calidad/precio con micro??	​iker para cuanto tiempo tengo jugando a graficos en altos-ultra con un ryzen 2700x y una rtx 2070?
Gente monitor 2k 24 pulgadas merece la pena?	​Lee el superchat anterior, de perruno que ya que donó 5€ que menos no? jeje
tengo un i7 8700 que tarjeta nvidia podría aprovechar su potencial?	Crees que la GTX 1070 TI aguantaria hasta la próxima generación de tarjetas?
​fx 8350 con 1080?	
QUE OPINAS DE LAS NUEVAS 2080TI QUE VA SACAR NVIDIA??	hola :D crees que el i7 4790 aún rinde para juegos actuales?
Hay algún link de video a esa demos?	Mi i5 7400 no aprovecha al 100% mi vega 56, que procesador recomiendas?
Mi i5 7400 no aprovecha al 100% mi vega 56, que procesador recomiendas?	como mejoro el inpug lag???
rx 480 o rx 570? q compro	¿que tal cinebench r20?
Mejor placa madre con vrams para ryzen? De x470 y b450. Recomiendas usar tuf? Saludos desde mexico 🌮🌮🌮🌮🌮🌮🤠🤠	nvidia 1660 vs 1060?
1070 ti vs 2070??	Que opinas del Enhanced Sync de AMD? Supuestamente un Vsync con mucho menos input lag.
una ryzen 3 2200g aguanta una rx 580 ????	i5 9600k - GTX 1080 ti o i7 9700k - GTX 1080 para 144HZ?
hola :D crees que el i7 4790 aún rinde para juegos actuales?	¿Se puede usar "precisión boost" con una placa X370 y ryzen 7 2700X?
2080ti oc o Rog matrix 2080 ti??	Que opinas sobre los rumores de 2 nuevas consolas Xbox, que usarían un CPU con arquitectura Zen 2, una con 4 teraflops, y otra con 12 teraflops? Saludos
QUE OPINAS DE LAS NUEVA VERSION DE 2080TI QUE VA SACAR NVIDIA???	i5 9600k - GTX 1080 ti o i7 9700k - GTX 1080 para 144HZ?
te has enterado del "lake" del procesador de intel de 10 cores??	nvidia 1660 vs 1060?
el mejor tipo de refrigeración que se puede comerciar? cual es::?	1070 o RTX2070 en PORTATIL? Cual puede rendir mejor?
Qué tan balanceado estaría una PC con athlon 200ge y una RX 570???	Mejor placa madre con vrams para ryzen? De x470 y b450. Recomiendas usar tuf? Saludos desde mexico 🌮🌮🌮🌮🌮🌮🤠🤠
​la vibracion de un ventilador puede dañar el procesador ?	QUE OPINAS DE LAS NUEVA VERSION DE 2080TI QUE VA SACAR NVIDIA???
QUE OPINAS DE LAS NUEVA VERSION DE 2080TI QUE VA SACAR NVIDIA???	que piensas del futuro de la realidad virtual en los juegos?
​Lee el superchat anterior, de perruno que ya que donó 5€ que menos no? jeje	¿Crees que para alguien que vive del CAD pero que también juega debería escoger siempre a AMD en gráficas?
144hz o 240hz por 80 euris mas ?	QUE OPINAS DE LAS NUEVA VERSION DE 2080TI QUE VA SACAR NVIDIA???
Ryzen 2700X con una RTX 2070 esta bien o espero a los ryzen 3000???	2080ti oc o Rog matrix 2080 ti??
tengo un i7 2600x por hay guardado y me dijeron que es un procesador muy interesando bale la pena desempolvarlo me servirá de algo al día de hoy?	soy solo yo, o hay problemas con instalar linux en un procesador ryzen?
​que dices de un I7 7700 DE 4.0GHz hasta q grafica aguantaria ? una rtx 2080 sin problemas y hasta la prox generacion?	hola :D crees que el i7 4790 aún rinde para juegos actuales?
Crees que la GTX 1070 TI aguantaria hasta la próxima generación de tarjetas?	​iker para cuanto tiempo tengo jugando a graficos en altos-ultra con un ryzen 2700x y una rtx 2070?
​ME PUEDEN DECIR SI UNA FUENTE 600w 80+ WHITE AGUANTA UNA 2060 Y UN R5 2600x CON 16 DE RAM? :v	hola :D crees que el i7 4790 aún rinde para juegos actuales?
​fx 8350 con 1080?	2080ti oc o Rog matrix 2080 ti??
Cuál es el mejor procesador calidad precio, para una GTX 1660?	como mejoro el inpug lag???
Que opinas del Enhanced Sync de AMD? Supuestamente un Vsync con mucho menos input lag.	Que opinas de la Titan V?
1070 ti vs 2070??	es buena opcion comprar un ryzen 5 2400g?, para mas adelante comprar una grafica dedicada, que memorias recomiendas para ese ryzen 5?
ASRock B450M Steel Legend?	Cual será el futuro para el mundo gaming? El jugar en streaming matara a las consolas conocidas?
tengo un i7 2600x por hay guardado y me dijeron que es un procesador muy interesando bale la pena desempolvarlo me servirá de algo al día de hoy?	Crees que la GTX 1070 TI aguantaria hasta la próxima generación de tarjetas?
Como ves estudiar Ingenieria Informatica?	como mejoro el inpug lag???
Vale la pena una 1070 ti ?	​Lee el superchat anterior, de perruno que ya que donó 5€ que menos no? jeje
​I3 7100 aguanta una rx 570?	tengo un i7 2600x por hay guardado y me dijeron que es un procesador muy interesando bale la pena desempolvarlo me servirá de algo al día de hoy?
​que dices de un I7 7700 DE 4.0GHz hasta q grafica aguantaria ? una rtx 2080 sin problemas y hasta la prox generacion?	qué debo tener en cuenta al comprar un cable displayport? He visto que en los cables chinos hay un pin que da problemas
Mi i5 7400 no aprovecha al 100% mi vega 56, que procesador recomiendas?	qué debo tener en cuenta al comprar un cable displayport? He visto que en los cables chinos hay un pin que da problemas
​ME PUEDEN DECIR SI UNA FUENTE 600w 80+ WHITE AGUANTA UNA 2060 Y UN R5 2600x CON 16 DE RAM? :v	qué debo tener en cuenta al comprar un cable displayport? He visto que en los cables chinos hay un pin que da problemas
Tío he pillao en Amazon un i7 8700 K a 280 pavos que salió durante 1 minuto de pura SUERTE, he triunfado? Busco ahora un placa ITX Consejo?	tengo un i7 2600x por hay guardado y me dijeron que es un procesador muy interesando bale la pena desempolvarlo me servirá de algo al día de hoy?
¿que tal cinebench r20?	​I3 7100 aguanta una rx 570?
Vale la pena una 1070 ti ?	​que placa base es mejor la aorus z390 extreme o la Asus z390 extreme para gaming si no te decides cual elijirias tu gracias
Buenas tardes, ¿Qué esperas de Navi a raiz de los rumores que van a dejar la arquitectura GCN y qué tendría que tener para ser competitiva frente a la serie 20 de Nvidia?	El phenom ii x4 955 sigue siendo decente en juegos en 2019?
ASRock B450M Steel Legend?	QUE OPINAS DE LAS NUEVAS 2080TI QUE VA SACAR NVIDIA??
​ME PUEDEN DECIR SI UNA FUENTE 600w 80+ WHITE AGUANTA UNA 2060 Y UN R5 2600x CON 16 DE RAM? :v	​fx 8350 con 1080?
​la vibracion de un ventilador puede dañar el procesador ?	tengo un i7 8700 que tarjeta nvidia podría aprovechar su potencial?
​Crees que la GTX 1070 TI aguantaria hasta la próxima generación de tarjetas?	i5 9600k - GTX 1080 ti o i7 9700k - GTX 1080 para 144HZ?
que piensas del futuro de la realidad virtual en los juegos?	​I3 7100 aguanta una rx 570?
Qué tan balanceado estaría una PC con athlon 200ge y una RX 570???	Gente monitor 2k 24 pulgadas merece la pena?
SUPER DUDA: me han vendido un ordenador con una ryzen 2600, 8gb de ram de 2400mhz, una 1060 de 3gb, 1 ssd de 240, hdd de 1tb. Tu crees que me han estafado??	¿que tal cinebench r20?
​el i5 9400 no haría nada de cuello de botella con una rtx 2070 no?	Como ves estudiar Ingenieria Informatica?
hola :D crees que el i7 4790 aún rinde para juegos actuales?	​RX 590 O GTX 1660?????
QUE OPINAS DE LAS NUEVA VERSION DE 2080TI QUE VA SACAR NVIDIA???	Mi i5 7400 no aprovecha al 100% mi vega 56, que procesador recomiendas?
SUPER DUDA: me han vendido un ordenador con una ryzen 2600, 8gb de ram de 2400mhz, una 1060 de 3gb, 1 ssd de 240, hdd de 1tb. Tu crees que me han estafado??	Hay algún link de video a esa demos?
hola :D crees que el i7 4790 aún rinde para juegos actuales?	i5 9600k - GTX 1080 ti o i7 9700k - GTX 1080 para 144HZ?
QUE OPINAS DE LAS NUEVAS 2080TI QUE VA SACAR NVIDIA??	tengo un i7 2600x por hay guardado y me dijeron que es un procesador muy interesando bale la pena desempolvarlo me servirá de algo al día de hoy?
Hay algún link de video a esa demos?	como mejoro el inpug lag???
​fx 8350 con 1080?	​qué debo tener en cuenta al comprar un cable displayport? He visto que en los cables chinos hay un pin que da problemas
el mejor tipo de refrigeración que se puede comerciar? cual es::?	Como ves estudiar Ingenieria Informatica?
QUE OPINAS DE LAS NUEVAS 2080TI QUE VA SACAR NVIDIA??	​fx 8350 con 1080?
Mi i5 7400 no aprovecha al 100% mi vega 56, que procesador recomiendas?	Mr Iker que opinas de las placas Huanan socket 1366 (marca china)?
el mejor tipo de refrigeración que se puede comerciar? cual es::?	​I3 7100 aguanta una rx 570?
como mejoro el inpug lag???	¿Se puede usar "precisión boost" con una placa X370 y ryzen 7 2700X?
Gente monitor 2k 24 pulgadas merece la pena?	
​la vibracion de un ventilador puede dañar el procesador ?	Cual será el futuro para el mundo gaming? El jugar en streaming matara a las consolas conocidas?
1070 o RTX2070 en PORTATIL? Cual puede rendir mejor?	i5 9600k - GTX 1080 ti o i7 9700k - GTX 1080 para 144HZ?
​que dices de un I7 7700 DE 4.0GHz hasta q grafica aguantaria ? una rtx 2080 sin problemas y hasta la prox generacion?	¿Crees que para alguien que vive del CAD pero que también juega debería escoger siempre a AMD en gráficas?
Ryzen 2700X con una RTX 2070 esta bien o espero a los ryzen 3000???	tengo un i7 8700 que tarjeta nvidia podría aprovechar su potencial?
144hz o 240hz por 80 euris mas ?	Cual será el futuro para el mundo gaming? El jugar en streaming matara a las consolas conocidas?
​Que les aconsejas a los que se acaban de comprar la gtx 1060 de 6gb?	2080ti oc o Rog matrix 2080 ti??
el mejor tipo de refrigeración que se puede comerciar? cual es::?	pasar de una gtx 960 de 2gb a una rtx 2060, vale la pena?
2080ti oc o Rog matrix 2080 ti??	Cual será el futuro para el mundo gaming? El jugar en streaming matara a las consolas conocidas?
que opinas de actualizar una 1060 al dia de hoy? obviamente, mi presupuesto da para la 1660 ti. aiento que no, pero me gustaría tu opinión	Iker hacia donde crees que irán los procesadores para ser más potentes ya que estamos en el limite de nm del silicio?
hola esta bien la rx 570 4gb para el i3 4170	​iker para cuanto tiempo tengo jugando a graficos en altos-ultra con un ryzen 2700x y una rtx 2070?
rx 480 o rx 570? q compro	​el i5 9400 no haría nada de cuello de botella con una rtx 2070 no?
¿¿Que opinas de los auriculares Sennheiser Game Zero?? ¿¿Algun equivalente calidad/precio con micro??	2080ti oc o Rog matrix 2080 ti??
Que opinas del Enhanced Sync de AMD? Supuestamente un Vsync con mucho menos input lag.	1070 o RTX2070 en PORTATIL? Cual puede rendir mejor?
Como ves estudiar Ingenieria Informatica?	Hay algún link de video a esa demos?
tiene sentido los ryzen 1xxx ahora?	te has enterado del "lake" del procesador de intel de 10 cores??
¿que tal cinebench r20?	tengo un i7 2600x por hay guardado y me dijeron que es un procesador muy interesando bale la pena desempolvarlo me servirá de algo al día de hoy?
te has enterado del "lake" del procesador de intel de 10 cores??	Cual será el futuro para el mundo gaming? El jugar en streaming matara a las consolas conocidas?
Qué tan balanceado estaría una PC con athlon 200ge y una RX 570???	Que opinas del Enhanced Sync de AMD? Supuestamente un Vsync con mucho menos input lag.
144hz o 240hz por 80 euris mas ?	​ryzen 2600 o i5 8400 :v?
Cuál es el mejor procesador calidad precio, para una GTX 1660?	​Crees que la GTX 1070 TI aguantaria hasta la próxima generación de tarjetas?
Vale la pena un Ryzen Serie 2000 actualmente? Sabiendo que viene la 3000	ASRock B450M Steel Legend?
Tío he pillao en Amazon un i7 8700 K a 280 pavos que salió durante 1 minuto de pura SUERTE, he triunfado? Busco ahora un placa ITX Consejo?	Crees que la forma de chiplets de los ryzen 3000 se pueda llevar acabo en las arquitecturas de tarjetas graficas??
SUPER DUDA: me han vendido un ordenador con una ryzen 2600, 8gb de ram de 2400mhz, una 1060 de 3gb, 1 ssd de 240, hdd de 1tb. Tu crees que me han estafado??	​los nuevo procesadores de amd superarán por algunos meses a intel ?????
tiene sentido los ryzen 1xxx ahora?	​los nuevo procesadores de amd superarán por algunos meses a intel ?????
Que opinas del Enhanced Sync de AMD? Supuestamente un Vsync con mucho menos input lag.	pasar de una gtx 960 de 2gb a una rtx 2060, vale la pena?
Ryzen 2700X con una RTX 2070 esta bien o espero a los ryzen 3000???	es buena opcion comprar un ryzen 5 2400g?, para mas adelante comprar una grafica dedicada, que memorias recomiendas para ese ryzen 5?
Gente monitor 2k 24 pulgadas merece la pena?	pasar de una gtx 960 de 2gb a una rtx 2060, vale la pena?
una ryzen 3 2200g aguanta una rx 580 ????	tengo un i7 2600x por hay guardado y me dijeron que es un procesador muy interesando bale la pena desempolvarlo me servirá de algo al día de hoy?
Cual será el futuro para el mundo gaming? El jugar en streaming matara a las consolas conocidas?	​iker para cuanto tiempo tengo jugando a graficos en altos-ultra con un ryzen 2700x y una rtx 2070?
QUE OPINAS DE LAS NUEVAS 2080TI QUE VA SACAR NVIDIA??	​I3 7100 aguanta una rx 570?
Ryzen 2600X o Core I5 9400?? Solo para juego y no importa el dinero.	Que opinas sobre los rumores de 2 nuevas consolas Xbox, que usarían un CPU con arquitectura Zen 2, una con 4 teraflops, y otra con 12 teraflops? Saludos
ASRock B450M Steel Legend?	SUPER DUDA: me han vendido un ordenador con una ryzen 2600, 8gb de ram de 2400mhz, una 1060 de 3gb, 1 ssd de 240, hdd de 1tb. Tu crees que me han estafado??
es buena opcion comprar un ryzen 5 2400g?, para mas adelante comprar una grafica dedicada, que memorias recomiendas para ese ryzen 5?	hola :D crees que el i7 4790 aún rinde para juegos actuales?
Ryzen 2600X o Core I5 9400?? Solo para juego y no importa el dinero.	¿Crees que para alguien que vive del CAD pero que también juega debería escoger siempre a AMD en gráficas?
​ryzen 2600 o i5 8400 :v?	Ryzen 2600X o Core I5 9400?? Solo para juego y no importa el dinero.
tiene sentido los ryzen 1xxx ahora?	​ryzen 2600 o i5 8400 :v?
es buena opcion comprar un ryzen 5 2400g?, para mas adelante comprar una grafica dedicada, que memorias recomiendas para ese ryzen 5?	​qué debo tener en cuenta al comprar un cable displayport? He visto que en los cables chinos hay un pin que da problemas
​el i5 9400 no haría nada de cuello de botella con una rtx 2070 no?	como mejoro el inpug lag???
​fx 8350 con 1080?	soy solo yo, o hay problemas con instalar linux en un procesador ryzen?
que piensas del futuro de la realidad virtual en los juegos?	que opinas de actualizar una 1060 al dia de hoy? obviamente, mi presupuesto da para la 1660 ti. aiento que no, pero me gustaría tu opinión
Crees que la GTX 1070 TI aguantaria hasta la próxima generación de tarjetas?	El phenom ii x4 955 sigue siendo decente en juegos en 2019?
​ryzen 2600 o i5 8400 :v?	El phenom ii x4 955 sigue siendo decente en juegos en 2019?
te has enterado del "lake" del procesador de intel de 10 cores??	Tío he pillao en Amazon un i7 8700 K a 280 pavos que salió durante 1 minuto de pura SUERTE, he triunfado? Busco ahora un placa ITX Consejo?
​I3 7100 aguanta una rx 570?	es buena opcion comprar un ryzen 5 2400g?, para mas adelante comprar una grafica dedicada, que memorias recomiendas para ese ryzen 5?
Mi i5 7400 no aprovecha al 100% mi vega 56, que procesador recomiendas?	​Crees que la GTX 1070 TI aguantaria hasta la próxima generación de tarjetas?
tengo un i7 2600x por hay guardado y me dijeron que es un procesador muy interesando bale la pena desempolvarlo me servirá de algo al día de hoy?	nvidia 1660 vs 1060?
​que dices de un I7 7700 DE 4.0GHz hasta q grafica aguantaria ? una rtx 2080 sin problemas y hasta la prox generacion?	Crees que la GTX 1070 TI aguantaria hasta la próxima generación de tarjetas?
tiene sentido los ryzen 1xxx ahora?	tengo un i7 2600x por hay guardado y me dijeron que es un procesador muy interesando bale la pena desempolvarlo me servirá de algo al día de hoy?
rx 480 o rx 570? q compro	Mejor placa madre con vrams para ryzen? De x470 y b450. Recomiendas usar tuf? Saludos desde mexico 🌮🌮🌮🌮🌮🌮🤠🤠
144hz o 240hz por 80 euris mas ?	Mejor placa madre con vrams para ryzen? De x470 y b450. Recomiendas usar tuf? Saludos desde mexico 🌮🌮🌮🌮🌮🌮🤠🤠
1070 ti vs 2070??	​el i5 9400 no haría nada de cuello de botella con una rtx 2070 no?
¿¿Que opinas de los auriculares Sennheiser Game Zero?? ¿¿Algun equivalente calidad/precio con micro??	Hay algún link de video a esa demos?
Ryzen 2700X con una RTX 2070 esta bien o espero a los ryzen 3000???	​el i5 9400 no haría nada de cuello de botella con una rtx 2070 no?
Ryzen 2700X con una RTX 2070 esta bien o espero a los ryzen 3000???	como mejoro el inpug lag???
rx 480 o rx 570? q compro	QUE OPINAS DE LAS NUEVAS 2080TI QUE VA SACAR NVIDIA??
¿que tal cinebench r20?	2080ti oc o Rog matrix 2080 ti??
QUE OPINAS DE LAS NUEVAS 2080TI QUE VA SACAR NVIDIA??	​Lee el superchat anterior, de perruno que ya que donó 5€ que menos no? jeje
Mejor placa madre con vrams para ryzen? De x470 y b450. Recomiendas usar tuf? Saludos desde mexico 🌮🌮🌮🌮🌮🌮🤠🤠	​iker para cuanto tiempo tengo jugando a graficos en altos-ultra con un ryzen 2700x y una rtx 2070?
Vale la pena un Ryzen Serie 2000 actualmente? Sabiendo que viene la 3000	¿¿Que opinas de los auriculares Sennheiser Game Zero?? ¿¿Algun equivalente calidad/precio con micro??
​qué debo tener en cuenta al comprar un cable displayport? He visto que en los cables chinos hay un pin que da problemas	¿Crees que para alguien que vive del CAD pero que también juega debería escoger siempre a AMD en gráficas?
rx 480 o rx 570? q compro	¿¿Que opinas de los auriculares Sennheiser Game Zero?? ¿¿Algun equivalente calidad/precio con micro??
Tío he pillao en Amazon un i7 8700 K a 280 pavos que salió durante 1 minuto de pura SUERTE, he triunfado? Busco ahora un placa ITX Consejo?	
te has enterado del "lake" del procesador de intel de 10 cores??	Mejor placa madre con vrams para ryzen? De x470 y b450. Recomiendas usar tuf? Saludos desde mexico 🌮🌮🌮🌮🌮🌮🤠🤠
rx 480 o rx 570? q compro	​Lee el superchat anterior, de perruno que ya que donó 5€ que menos no? jeje
​I3 7100 aguanta una rx 570?	¿Se puede usar "precisión boost" con una placa X370 y ryzen 7 2700X?
Vale la pena un Ryzen Serie 2000 actualmente? Sabiendo que viene la 3000	nvidia 1660 vs 1060?
​RX 590 O GTX 1660?????	Que opinas de la Titan V?
Cuál es el mejor procesador calidad precio, para una GTX 1660?	Gente monitor 2k 24 pulgadas merece la pena?
1070 ti vs 2070??	Mr Iker que opinas de las placas Huanan socket 1366 (marca china)?
SUPER DUDA: me han vendido un ordenador con una ryzen 2600, 8gb de ram de 2400mhz, una 1060 de 3gb, 1 ssd de 240, hdd de 1tb. Tu crees que me han estafado??	​fx 8350 con 1080?
​ryzen 2600 o i5 8400 :v?	una ryzen 3 2200g aguanta una rx 580 ????
Vale la pena una 1070 ti ?	como mejoro el inpug lag???
QUE OPINAS DE LAS NUEVAS 2080TI QUE VA SACAR NVIDIA??	
es buena opcion comprar un ryzen 5 2400g?, para mas adelante comprar una grafica dedicada, que memorias recomiendas para ese ryzen 5?	​iker para cuanto tiempo tengo jugando a graficos en altos-ultra con un ryzen 2700x y una rtx 2070?
1070 o RTX2070 en PORTATIL? Cual puede rendir mejor?	¿Crees que para alguien que vive del CAD pero que también juega debería escoger siempre a AMD en gráficas?
¿que tal cinebench r20?	​Lee el superchat anterior, de perruno que ya que donó 5€ que menos no? jeje
¿¿Que opinas de los auriculares Sennheiser Game Zero?? ¿¿Algun equivalente calidad/precio con micro??	soy solo yo, o hay problemas con instalar linux en un procesador ryzen?
​ryzen 2600 o i5 8400 :v?	qué debo tener en cuenta al comprar un cable displayport? He visto que en los cables chinos hay un pin que da problemas
hola, ¿qué tal estás?	Iker hacia donde crees que irán los procesadores para ser más potentes ya que estamos en el limite de nm del silicio?
el mejor tipo de refrigeración que se puede comerciar? cual es::?	soy solo yo, o hay problemas con instalar linux en un procesador ryzen?
​I3 7100 aguanta una rx 570?	Que opinas del Enhanced Sync de AMD? Supuestamente un Vsync con mucho menos input lag.
ASRock B450M Steel Legend?	¿que tal cinebench r20?
es buena opcion comprar un ryzen 5 2400g?, para mas adelante comprar una grafica dedicada, que memorias recomiendas para ese ryzen 5?	hola esta bien la rx 570 4gb para el i3 4170
​Que les aconsejas a los que se acaban de comprar la gtx 1060 de 6gb?	tengo un i7 8700 que tarjeta nvidia podría aprovechar su potencial?
te has enterado del "lake" del procesador de intel de 10 cores??	Gente monitor 2k 24 pulgadas merece la pena?
una ryzen 3 2200g aguanta una rx 580 ????	​RX 590 O GTX 1660?????
Gente monitor 2k 24 pulgadas merece la pena?	El phenom ii x4 955 sigue siendo decente en juegos en 2019?
​I3 7100 aguanta una rx 570?	Iker hacia donde crees que irán los procesadores para ser más potentes ya que estamos en el limite de nm del silicio?
144hz o 240hz por 80 euris mas ?	Iker hacia donde crees que irán los procesadores para ser más potentes ya que estamos en el limite de nm del silicio?
¿¿Que opinas de los auriculares Sennheiser Game Zero?? ¿¿Algun equivalente calidad/precio con micro??	Como ves estudiar Ingenieria Informatica?
144hz o 240hz por 80 euris mas ?	Qué tan balanceado estaría una PC con athlon 200ge y una RX 570???
​Que les aconsejas a los que se acaban de comprar la gtx 1060 de 6gb?	​qué debo tener en cuenta al comprar un cable displayport? He visto que en los cables chinos hay un pin que da problemas
una ryzen 3 2200g aguanta una rx 580 ????	​Lee el superchat anterior, de perruno que ya que donó 5€ que menos no? jeje
Ryzen 2700X con una RTX 2070 esta bien o espero a los ryzen 3000???	Vale la pena una 1070 ti ?
que piensas del futuro de la realidad virtual en los juegos?	Iker hacia donde crees que irán los procesadores para ser más potentes ya que estamos en el limite de nm del silicio?
QUE OPINAS DE LAS NUEVAS 2080TI QUE VA SACAR NVIDIA??	Gente monitor 2k 24 pulgadas merece la pena?
1070 ti vs 2070??	El phenom ii x4 955 sigue siendo decente en juegos en 2019?
Qué tan balanceado estaría una PC con athlon 200ge y una RX 570???	Crees que la forma de chiplets de los ryzen 3000 se pueda llevar acabo en las arquitecturas de tarjetas graficas??
que piensas del futuro de la realidad virtual en los juegos?	Que opinas del Enhanced Sync de AMD? Supuestamente un Vsync con mucho menos input lag.
te has enterado del "lake" del procesador de intel de 10 cores??	Que opinas de la Titan V?
Vale la pena un Ryzen Serie 2000 actualmente? Sabiendo que viene la 3000	que opinas de actualizar una 1060 al dia de hoy? obviamente, mi presupuesto da para la 1660 ti. aiento que no, pero me gustaría tu opinión
que piensas del futuro de la realidad virtual en los juegos?	Buenas tardes, ¿Qué esperas de Navi a raiz de los rumores que van a dejar la arquitectura GCN y qué tendría que tener para ser competitiva frente a la serie 20 de Nvidia?
tiene sentido los ryzen 1xxx ahora?	Buenas tardes, ¿Qué esperas de Navi a raiz de los rumores que van a dejar la arquitectura GCN y qué tendría que tener para ser competitiva frente a la serie 20 de Nvidia?
Tío he pillao en Amazon un i7 8700 K a 280 pavos que salió durante 1 minuto de pura SUERTE, he triunfado? Busco ahora un placa ITX Consejo?	​iker para cuanto tiempo tengo jugando a graficos en altos-ultra con un ryzen 2700x y una rtx 2070?
​fx 8350 con 1080?	​Crees que la GTX 1070 TI aguantaria hasta la próxima generación de tarjetas?
qué debo tener en cuenta al comprar un cable displayport? He visto que en los cables chinos hay un pin que da problemas	​qué debo tener en cuenta al comprar un cable displayport? He visto que en los cables chinos hay un pin que da problemas
tiene sentido los ryzen 1xxx ahora?	​Que les aconsejas a los que se acaban de comprar la gtx 1060 de 6gb?
hola esta bien la rx 570 4gb para el i3 4170	¿Crees que para alguien que vive del CAD pero que también juega debería escoger siempre a AMD en gráficas?
​que placa base es mejor la aorus z390 extreme o la Asus z390 extreme para gaming si no te decides cual elijirias tu gracias	​iker para cuanto tiempo tengo jugando a graficos en altos-ultra con un ryzen 2700x y una rtx 2070?
